No.,Time,Duration,ScreenX,ScreenY,DurationString,DurationOptions
4072,1560818,299,485,506,299,
4073,1561137,120,454,497,120,
4074,1561276,100,455,497,100,
4075,1561396,678,420,462,678,
4076,1562114,159,519,484,159,
4077,1562393,419,511,490,419,
4078,1562872,199,419,483,199,
4079,1563091,1117,517,491,1117,
4080,1564267,319,420,473,319,
4081,1564666,179,467,535,179,
4082,1564905,259,494,521,259,
4083,1565184,100,530,520,100,
4084,1565304,359,449,506,359,
4085,1565683,319,526,533,319,
4086,1566062,518,507,530,518,
4087,1566700,140,480,467,140,
4088,1566859,379,429,455,379,
4089,1567258,120,468,458,120,
4090,1568235,339,825,487,339,
4091,1568634,120,773,463,120,
4092,1568833,179,1058,462,179,
4093,1569032,179,1026,666,179,
4094,1569232,199,982,676,199,
4095,1569551,120,954,738,120,
4096,1569830,299,983,981,299,
4097,1570229,199,994,669,199,
4098,1570448,100,982,672,100,
4099,1570627,479,936,675,479,
4100,1571226,100,875,734,100,
4101,1571545,279,976,526,279,
4102,1571844,259,875,505,259,
4103,1572262,179,918,505,179,
4104,1572482,419,874,440,419,
4105,1572980,179,917,434,179,
4106,1573179,339,772,445,339,
4107,1573538,120,731,435,120,
4108,1573718,100,1187,443,100,
4109,1573857,159,1173,461,159,
4110,1574036,359,1165,510,359,
4111,1574415,479,1165,559,479,
4112,1574914,439,1076,670,439,
4113,1575432,159,1083,682,159,
4114,1575652,239,1070,607,239,
4115,1576110,100,1059,730,100,
4116,1576329,379,1056,728,379,
4117,1576728,1316,1084,767,1316,
4118,1578084,299,1051,808,299,
4119,1578403,179,1019,806,179,
4120,1578602,299,1046,802,299,
4121,1578921,279,1026,809,279,
4122,1579220,160,1043,831,160,
4123,1579400,339,1087,847,339,
4124,1579798,180,1137,839,180,
4125,1579998,399,1032,794,399,
4126,1580437,160,1056,673,160,
4127,1580616,219,1061,688,219,
4128,1580915,100,1191,511,100,
4129,1581035,638,1221,467,638,
4130,1581692,239,1141,472,239,
4131,1581952,319,1230,625,319,
4132,1582291,180,1209,497,180,
4133,1582490,179,1170,532,179,
4134,1582689,141,1150,567,141,
4135,1582849,140,1047,793,140,
4136,1583048,359,1055,804,359,
4137,1583427,259,1084,849,259,
4138,1583706,359,1069,846,359,
4139,1584085,120,1080,835,120,
4140,1584225,100,1062,856,100,
4141,1584344,419,1089,835,419,
4142,1584783,199,1100,837,199,
4143,1585002,279,1079,837,279,
4144,1585321,339,1136,895,339,
4145,1585680,478,1160,892,478,
4146,1586178,638,1111,894,638,
4147,1586836,917,1112,865,917,
4148,1587774,937,1077,947,937,
4149,1588810,140,1089,741,140,
4150,1588970,139,1103,761,139,
4151,1589129,259,1097,769,259,
4152,1589428,538,1098,769,538,
4153,1589986,219,1118,760,219,
4154,1590226,658,1122,667,658,
4155,1590904,140,1120,670,140,
4156,1591223,120,1063,777,120,
4157,1591362,419,1058,775,419,
4158,1591920,479,1131,666,479,
4159,1592419,479,1128,670,479,
4160,1592917,239,1110,651,239,
4161,1593216,179,1047,613,179,
4162,1593416,279,1028,595,279,
4163,1593715,558,1030,580,558,
4164,1594293,778,1003,676,778,
4165,1595090,299,1033,662,299,
4166,1595410,179,1030,659,179,
4167,1595609,120,1031,639,120,
4168,1595848,319,1029,617,319,
4169,1596187,239,1072,617,239,
4170,1596446,199,1048,624,199,
4171,1596666,518,1041,629,518,
4172,1597244,419,1072,695,419,
4173,1597742,200,1078,728,200,
4174,1597962,100,1017,783,100,
4175,1598141,718,978,745,718,
4176,1598879,558,982,752,558,
4177,1599756,459,1037,714,459,
4178,1600234,678,977,766,678,
4179,1600932,100,978,756,100,
4180,1601052,159,980,760,159,
4181,1601231,219,983,836,219,
4182,1601590,618,950,914,618,
4183,1602228,279,1054,889,279,
4184,1602527,578,991,764,578,
4185,1603265,239,1075,764,239,
4186,1603544,259,1092,772,259,
4187,1603823,100,1007,728,100,
4188,1603943,359,1011,724,359,
4189,1604322,339,939,818,339,
4190,1604740,279,1052,515,279,
4191,1605039,179,1076,506,179,
4192,1605318,120,1087,518,120,
4193,1605737,558,1089,516,558,
4194,1606355,120,839,682,120,
4195,1606495,219,762,689,219,
4196,1606913,239,840,807,239,
4197,1607332,439,1109,608,439,
4198,1608130,139,1142,576,139,
4199,1608329,538,1113,543,538,
4200,1608927,179,1109,483,179,
4201,1609127,140,1143,456,140,
4202,1609326,100,1216,473,100,
4203,1609446,259,1216,470,259,
4204,1609725,419,1143,467,419,
4205,1610243,160,1114,460,160,
4206,1610422,379,1137,531,379,
4207,1610821,319,1211,588,319,
4208,1611200,299,1203,664,299,
4209,1611519,139,1172,577,139,
4210,1611679,219,1158,564,219,
4211,1611918,279,1107,493,279,
4212,1612217,140,1157,484,140,
4213,1612436,678,828,522,678,
4214,1613134,259,793,507,259,
4215,1613413,199,838,500,199,
4216,1613632,160,842,492,160,
4217,1613812,419,792,510,419,
4218,1614250,239,768,500,239,
4219,1614510,179,790,446,179,
4220,1614709,199,827,443,199,
4221,1615128,558,905,962,558,
4222,1615706,399,847,455,399,
4223,1616124,359,849,447,359,
4224,1616503,678,856,435,678,
4225,1617221,159,744,500,159,
4226,1617401,379,724,449,379,
4227,1617799,199,769,507,199,
4228,1618018,160,756,495,160,
4229,1618198,179,793,547,179,
4230,1618398,100,795,546,100,
4231,1618517,199,801,493,199,
4232,1618736,379,751,476,379,
4233,1619135,239,770,631,239,
4234,1619394,199,734,619,199,
4235,1619634,239,745,756,239,
4236,1619993,598,763,856,598,
4237,1620630,439,802,861,439,
4238,1621149,259,1034,811,259,
4239,1621528,100,975,733,100,
4240,1621647,518,980,679,518,
4241,1622186,279,935,548,279,
4242,1622584,319,963,682,319,
4243,1622923,997,962,669,997,
4244,1623940,419,939,634,419,
4245,1624379,219,965,677,219,
4246,1624618,937,955,679,937,
4247,1625575,120,941,616,120,
4248,1625714,798,941,570,798,
4249,1626532,479,953,579,479,
4250,1627230,120,1050,576,120,
4251,1627409,279,933,599,279,
4252,1627768,179,1093,573,179,
4253,1628107,339,1075,584,339,
4254,1628466,219,935,593,219,
4255,1628705,877,912,592,877,
4256,1629602,379,911,592,379,
4257,1630001,359,919,653,359,
4258,1630380,199,933,743,199,
4259,1630599,100,1029,816,100,
4260,1630818,139,1019,813,139,
4261,1630978,359,1057,819,359,
4262,1631357,798,1075,826,798,
4263,1632354,219,982,766,219,
4264,1632653,279,917,778,279,
4265,1632992,837,1012,967,837,
4266,1633869,319,1183,568,319,
4267,1634208,179,1171,537,179,
4268,1634407,140,1028,538,140,
4269,1634666,219,955,537,219,
4270,1634946,399,891,574,399,
4271,1635444,179,1109,754,179,
4272,1635803,219,1111,590,219,
4273,1636042,140,1101,609,140,
4274,1636361,3449,1174,571,3449,
4275,1639830,179,1174,512,179,
4276,1640030,279,1213,469,279,
4277,1640329,140,1251,476,140,
4278,1640508,359,1138,658,359,
4279,1640927,379,1131,651,379,
4280,1641525,100,1149,696,100,
4281,1641684,120,1155,785,120,
4282,1641824,319,1160,759,319,
4283,1642163,1336,1209,762,1336,
4284,1643519,877,1188,773,877,
4285,1644416,239,1165,791,239,
4286,1644675,2313,1173,781,2313,
4287,1647028,359,961,917,359,
4288,1647426,199,1189,856,199,
4289,1647646,1495,1190,940,1495,
4290,1649241,139,1205,735,139,
4291,1649400,219,1196,753,219,
4292,1649759,139,963,720,139,
4293,1649919,120,960,720,120,
4294,1650098,439,1193,745,439,
4295,1650596,120,941,705,120,
4296,1650756,319,936,717,319,
4297,1651095,518,1197,778,518,
4298,1651633,339,1200,759,339,
4299,1651992,419,1169,846,419,
4300,1652431,279,1123,836,279,
4301,1652730,140,1125,802,140,
4302,1652929,100,1131,786,100,
4303,1653208,120,1178,670,120,
4304,1653667,120,1109,583,120,
4305,1653906,100,1069,492,100,
4306,1654126,399,1069,492,399,
4307,1654544,199,1117,550,199,
4308,1654764,239,1109,627,239,
4309,1655023,160,1096,610,160,
4310,1655202,100,1070,620,100,
4311,1655322,259,1065,618,259,
4312,1655641,379,1098,616,379,
4313,1656039,239,1070,570,239,
4314,1656299,678,968,604,678,
4315,1657056,259,964,604,259,
4316,1657335,199,967,616,199,
4317,1657555,319,962,619,319,
4318,1657894,179,969,681,179,
4319,1658093,917,929,711,917,
4320,1659030,100,905,691,100,
4321,1659150,140,899,657,140,
4322,1659449,259,921,714,259,
4323,1659728,100,922,707,100,
4324,1659987,379,960,709,379,
4325,1660406,160,927,674,160,
4326,1660585,200,896,664,200,
4327,1661124,658,915,707,658,
4328,1661801,359,1004,664,359,
4329,1662180,179,1063,642,179,
4330,1662380,180,1019,645,180,
4331,1662619,239,895,678,239,
4332,1662898,319,892,679,319,
4333,1663317,459,997,608,459,
4334,1663795,359,907,650,359,
4335,1664294,159,863,627,159,
4336,1664513,140,1007,589,140,
4337,1664772,239,984,601,239,
4338,1665231,179,1018,582,179,
4339,1665590,558,887,657,558,
4340,1666287,100,884,724,100,
4341,1666407,179,884,731,179,
4342,1666606,100,886,732,100,
4343,1666766,199,850,718,199,
4344,1667105,339,883,741,339,
4345,1667723,538,853,747,538,
4346,1668281,479,852,744,479,
4347,1668819,219,851,750,219,
4348,1669058,120,845,745,120,
4349,1669198,638,849,755,638,
4350,1669856,219,850,757,219,
4351,1670315,180,782,794,180,
4352,1670554,299,842,895,299,
4353,1670873,1077,818,891,1077,
4354,1671969,180,842,899,180,
4355,1672249,239,819,740,239,
4356,1672508,219,815,735,219,
4357,1672767,180,842,902,180,
4358,1672966,479,869,894,479,
4359,1673465,159,811,787,159,
4360,1673644,498,815,785,498,
4361,1674242,279,866,831,279,
4362,1674581,199,811,838,199,
4363,1674801,239,799,834,239,
4364,1675060,459,758,804,459,
4365,1675538,100,754,786,100,
4366,1675678,279,786,858,279,
4367,1676176,140,809,722,140,
4368,1676695,120,838,678,120,
4369,1676974,100,859,653,100,
4370,1677233,279,898,619,279,
4371,1677552,120,895,601,120,
4372,1677692,219,883,621,219,
4373,1678050,359,825,620,359,
4374,1678429,219,810,664,219,
4375,1678788,180,815,698,180,
4376,1679087,239,759,652,239,
4377,1679526,199,736,634,199,
4378,1679845,120,719,530,120,
4379,1680184,279,798,566,279,
4380,1680543,159,892,470,159,
4381,1681200,100,424,610,100,
4382,1681380,180,477,590,180,
4383,1681619,239,453,646,239,
4384,1681878,100,456,641,100,
4385,1682118,140,543,642,140,
4386,1682357,120,456,975,120,
4387,1682496,379,414,961,379,
4388,1682955,180,311,293,180,
4389,1683154,279,275,270,279,
4390,1683454,319,299,222,319,
4391,1683792,439,284,205,439,
4392,1684251,279,335,202,279,
4393,1684550,379,513,207,379,
4394,1684969,120,383,201,120,
4395,1685148,279,286,190,279,
4396,1685447,120,338,189,120,
4397,1685627,399,604,194,399,
4398,1686045,219,668,210,219,
4399,1686284,1057,647,213,1057,
4400,1687361,299,596,223,299,
4401,1687680,658,555,231,658,
4402,1688378,538,309,211,538,
4403,1688936,180,275,216,180,
4404,1689156,179,91,228,179,
4405,1689355,279,62,227,279,
4406,1689654,259,287,215,259,
4407,1690232,140,769,510,140,
4408,1690491,140,863,452,140,
4409,1690691,179,1154,476,179,
4410,1690890,419,1124,473,419,
4411,1691329,179,1121,560,179,
4412,1691568,259,887,650,259,
4413,1692027,279,184,520,279,
4414,1692366,259,56,505,259,
4415,1692645,120,61,489,120,
4416,1692784,379,23,575,379,
4417,1693183,100,62,576,100,
4418,1693422,419,72,440,419,
4419,1693881,179,333,457,179,
4420,1694080,239,521,442,239,
4421,1694598,159,511,440,159,
4422,1694977,140,536,476,140,
4423,1695376,120,516,461,120,
4424,1695874,140,503,448,140,
4425,1696114,100,506,445,100,
4426,1696413,160,531,458,160,
4427,1696672,100,540,463,100,
4428,1696871,199,556,473,199,
4429,1697290,100,535,464,100,
4430,1697490,199,529,460,199,
4431,1697709,259,507,451,259,
4432,1697988,259,492,442,259,
4433,1698466,120,438,445,120,
4434,1698726,140,482,438,140,
4435,1698965,100,438,433,100,
4436,1699384,120,432,437,120,
4437,1700380,100,1156,441,100,
4438,1700580,339,1213,465,339,
4439,1700978,180,1094,939,180,
4440,1701218,140,1105,986,140,
4441,1701477,219,1074,962,219,
4442,1702055,100,919,491,100,
4443,1702254,319,917,501,319,
4444,1702594,140,834,524,140,
4445,1702773,299,1081,468,299,
4446,1703152,339,876,976,339,
4447,1703670,159,1011,635,159,
4448,1703850,120,996,631,120,
4449,1704109,120,989,637,120,
4450,1704268,359,1206,484,359,
4451,1704786,259,749,452,259,
4452,1705066,219,778,449,219,
4453,1705345,299,710,451,299,
4454,1705744,179,895,937,179,
4455,1705943,299,920,957,299,
4456,1706302,180,806,698,180,
4457,1706501,120,808,709,120,
4458,1706681,100,789,474,100,
4459,1706800,120,812,466,120,
4460,1706940,339,751,496,339,
4461,1707378,239,757,506,239,
4462,1707638,299,911,540,299,
4463,1707996,120,900,542,120,
4464,1708176,239,928,586,239,
4465,1708435,140,949,559,140,
4466,1708595,279,769,574,279,
4467,1708934,419,711,446,419,
4468,1709372,239,736,584,239,
4469,1709890,180,787,502,180,
4470,1710090,279,749,479,279,
4471,1710389,499,698,439,499,
4472,1710987,399,934,432,399,
4473,1711406,179,1002,426,179,
4474,1711645,319,953,533,319,
4475,1711984,379,891,518,379,
4476,1712702,259,952,540,259,
4477,1712981,179,963,546,179,
4478,1713200,160,736,629,160,
4479,1713440,219,734,617,219,
4480,1713679,279,734,767,279,
4481,1713978,179,726,856,179,
4482,1714177,319,760,859,319,
4483,1714715,359,718,450,359,
4484,1715114,339,994,412,339,
4485,1715553,120,963,429,120,
4486,1715692,159,964,429,159,
4487,1715892,160,1087,442,160,
4488,1716071,279,1132,450,279,
4489,1716370,518,1099,458,518,
4490,1717008,339,1116,750,339,
4491,1717427,139,1137,883,139,
4492,1717666,100,781,518,100,
4493,1717786,199,726,470,199,
4494,1718005,339,696,433,339,
4495,1718364,299,922,440,299,
4496,1718703,239,721,448,239,
4497,1718962,738,702,441,738,
4498,1719859,100,910,571,100,
4499,1719979,518,938,563,518,
4500,1720537,140,906,582,140,
4501,1720796,479,904,578,479,
4502,1721295,239,692,436,239,
4503,1721554,100,925,530,100,
4504,1721754,140,1066,651,140,
4505,1721913,219,1032,629,219,
4506,1722312,279,1161,860,279,
4507,1722611,439,992,962,439,
4508,1723069,319,980,965,319,
4509,1723448,239,722,450,239,
4510,1723747,179,1127,574,179,
4511,1723947,419,1137,535,419,
4512,1724385,100,1102,534,100,
4513,1724545,239,1065,448,239,
4514,1724844,279,916,523,279,
4515,1725143,239,1032,459,239,
4516,1725402,160,1064,450,160,
4517,1725581,259,1061,450,259,
4518,1725860,658,1025,456,658,
4519,1726538,100,1028,444,100,
4520,1726738,379,1218,834,379,
4521,1727176,199,1129,514,199,
4522,1727456,120,984,573,120,
4523,1727595,239,980,585,239,
4524,1727854,279,945,608,279,
4525,1728153,179,1066,456,179,
4526,1728373,159,1071,453,159,
4527,1728552,199,1106,480,199,
4528,1728831,718,1075,484,718,
4529,1729828,179,921,674,179,
4530,1730127,219,889,635,219,
4531,1730366,538,828,586,538,
4532,1730944,199,871,627,199,
4533,1731323,618,949,595,618,
4534,1731981,339,948,601,339,
4535,1732340,180,987,594,180,
4536,1732580,319,970,477,319,
4537,1732918,279,1061,452,279,
4538,1733217,120,1067,451,120,
4539,1733357,239,1060,455,239,
4540,1733616,100,1058,449,100,
4541,1733736,199,1155,480,199,
4542,1734015,578,1082,475,578,
4543,1734613,100,1053,464,100,
4544,1734773,120,1033,450,120,
4545,1734912,897,1018,452,897,
4546,1735829,219,865,463,219,
4547,1736108,179,773,448,179,
4548,1736328,199,1050,651,199,
4549,1736607,638,836,499,638,
4550,1737265,758,749,453,758,
4551,1738102,180,1035,443,180,
4552,1738322,160,1061,679,160,
4553,1738501,180,1096,680,180,
4554,1738760,379,1103,433,379,
4555,1739199,478,798,449,478,
4556,1739897,219,1122,471,219,
4557,1740156,379,1118,466,379,
4558,1740554,718,1196,468,718,
4559,1741292,638,1174,465,638,
4560,1741950,758,1101,468,758,
4561,1742728,798,1063,459,798,
4562,1743545,120,1067,473,120,
4563,1743704,499,933,484,499,
4564,1744283,578,985,456,578,
4565,1744881,299,1054,446,299,
4566,1745240,160,1160,646,160,
4567,1745419,140,1196,663,140,
4568,1745579,140,933,529,140,
4569,1745738,140,927,546,140,
4570,1745898,199,986,544,199,
4571,1746177,120,1087,566,120,
4572,1746316,199,1090,564,199,
4573,1746596,120,1043,574,120,
4574,1746895,120,870,594,120,
4575,1747094,379,849,524,379,
4576,1747513,159,972,810,159,
4577,1747772,100,1121,894,100,
4578,1747892,160,1124,888,160,
4579,1748071,199,1017,794,199,
4580,1748330,160,1121,967,160,
4581,1748530,159,978,758,159,
4582,1748769,120,979,754,120,
4583,1748908,279,970,661,279,
4584,1749207,159,967,505,159,
4585,1749387,259,973,461,259,
4586,1749686,319,880,677,319,
4587,1750164,1136,857,865,1136,
4588,1751360,120,955,742,120,
4589,1751500,259,973,762,259,
4590,1751799,379,848,628,379,
4591,1752258,199,786,487,199,
4592,1752477,419,906,454,419,
4593,1752916,120,904,445,120,
4594,1753115,419,885,430,419,
4595,1753554,1575,953,771,1575,
4596,1755149,120,982,775,120,
4597,1755348,279,758,457,279,
4598,1755647,498,800,444,498,
4599,1756166,179,802,447,179,
4600,1756365,1874,740,447,1874,
4601,1758259,160,767,438,160,
4602,1758438,877,744,444,877,
4603,1759336,199,750,522,199,
4604,1759595,339,834,507,339,
4605,1760093,538,876,433,538,
4606,1760731,538,733,456,538,
4607,1761290,160,826,491,160,
4608,1761469,897,828,499,897,
4609,1762386,359,855,514,359,
4610,1762765,339,781,527,339,
4611,1763124,439,874,614,439,
4612,1763742,299,766,523,299,
4613,1764360,239,751,640,239,
4614,1764779,100,1003,516,100,
4615,1764978,180,1011,532,180,
4616,1765177,499,1118,486,499,
4617,1765696,180,1120,450,180,
4618,1765975,179,1131,460,179,
4619,1766194,219,1246,457,219,
4620,1766573,139,939,476,139,
4621,1766732,160,966,562,160,
4622,1766912,239,1117,603,239,
4623,1767171,139,1089,572,139,
4624,1767330,160,949,619,160,
4625,1767630,319,854,597,319,
4626,1768028,159,877,620,159,
4627,1768367,239,732,658,239,
4628,1768806,100,796,707,100,
4629,1768965,120,997,733,120,
4630,1769185,120,990,744,120,
4631,1769324,319,981,735,319,
4632,1769663,100,1095,694,100,
4633,1769783,419,1098,691,419,
4634,1770261,339,1030,820,339,
4635,1770660,179,991,802,179,
4636,1770879,120,1009,793,120,
4637,1771059,219,1039,789,219,
4638,1771298,259,1059,880,259,
4639,1771577,199,1138,884,199,
4640,1771796,100,1124,842,100,
4641,1772175,379,1091,654,379,
4642,1772574,100,1094,668,100,
4643,1772694,239,1068,652,239,
4644,1772953,399,1054,593,399,
4645,1773372,319,1014,570,319,
4646,1773750,219,1077,486,219,
4647,1774010,159,1081,480,159,
4648,1774189,199,1074,486,199,
4649,1774508,319,1034,551,319,
4650,1774907,239,1039,569,239,
4651,1775166,160,1038,564,160,
4652,1775345,379,1104,574,379,
4653,1775744,578,1090,564,578,
4654,1776362,399,1143,682,399,
4655,1776861,160,1178,688,160,
4656,1777060,279,1135,793,279,
4657,1777379,239,1122,824,239,
4658,1777658,100,1124,818,100,
4659,1777778,100,1090,745,100,
4660,1777937,120,981,639,120,
4661,1778436,279,917,601,279,
4662,1778774,100,786,643,100,
4663,1778894,279,802,637,279,
4664,1779193,179,761,623,179,
4665,1779433,140,768,743,140,
4666,1779692,199,749,613,199,
4667,1779991,120,734,483,120,
4668,1780190,199,817,978,199,
4669,1780429,140,797,958,140,
4670,1780728,160,423,557,160,
4671,1780968,100,430,252,100,
4672,1781107,219,283,249,219,
4673,1781386,239,60,257,239,
4674,1781646,100,65,223,100,
4675,1781805,159,735,404,159,
4676,1782204,319,1072,446,319,
4677,1782543,159,1069,458,159,
4678,1782882,339,725,445,339,
4679,1783241,459,694,440,459,
4680,1783719,479,720,475,479,
4681,1784417,140,261,258,140,
4682,1784576,299,273,207,299,
4683,1784895,419,81,226,419,
4684,1785514,598,748,576,598,
4685,1786171,199,997,745,199,
4686,1786411,638,1042,859,638,
4687,1787069,120,1043,857,120,
4688,1787208,139,1045,811,139,
4689,1787368,180,895,824,180,
4690,1787567,199,849,822,199,
4691,1787786,299,738,805,299,
4692,1788265,419,731,933,419,
4693,1788704,199,781,948,199,
4694,1789082,239,928,919,239,
4695,1789342,179,898,924,179,
4696,1789541,219,729,923,219,
4697,1789780,199,781,927,199,
4698,1790239,100,732,621,100,
4699,1790518,160,854,461,160,
4700,1790697,219,834,439,219,
4701,1790956,159,584,214,159,
4702,1791196,140,473,189,140,
4703,1791375,339,300,194,339,
4704,1791734,179,105,209,179,
4705,1791933,339,61,204,339,
4706,1792332,718,282,202,718,
4707,1793070,140,320,199,140,
4708,1793249,299,67,225,299,
4709,1793568,399,80,216,399,
4710,1794346,120,845,875,120,
4711,1794665,140,862,871,140,
4712,1794824,239,748,935,239,
4713,1795084,219,726,931,219,
4714,1795422,179,486,472,179,
4715,1795642,359,534,472,359,
4716,1796020,199,509,435,199,
4717,1796459,498,60,445,498,
4718,1797037,120,607,465,120,
4719,1797217,119,525,500,119,
4720,1797456,239,481,642,239,
4721,1797715,199,478,636,199,
4722,1798014,140,179,619,140,
4723,1798214,279,183,627,279,
4724,1798513,279,343,517,279,
4725,1798812,239,439,507,239,
4726,1799131,219,288,476,219,
4727,1799410,179,449,469,179,
4728,1799709,100,454,210,100,
4729,1799828,259,311,217,259,
4730,1800108,239,471,206,239,
4731,1800407,299,286,212,299,
4732,1800746,379,80,228,379,
4733,1801204,140,302,221,140,
4734,1801364,419,288,217,419,
4735,1801802,219,559,214,219,
4736,1802042,339,611,218,339,
4737,1802400,299,537,214,299,
4738,1802720,1256,647,225,1256,
4739,1803996,100,649,221,100,
4740,1804115,758,563,257,758,
4741,1804893,399,497,211,399,
4742,1805331,359,290,223,359,
4743,1805730,259,87,232,259,
4744,1806009,219,64,246,219,
4745,1806288,179,511,222,179,
4746,1806488,279,588,229,279,
4747,1806807,100,431,234,100,
4748,1806986,299,286,238,299,
4749,1807325,199,596,234,199,
4750,1807544,718,653,232,718,
4751,1808282,279,579,258,279,
4752,1808581,1874,651,240,1874,
4753,1810575,219,619,237,219,
4754,1810874,937,491,212,937,
4755,1811871,1535,640,228,1535,
4756,1813426,917,658,222,917,
4757,1814363,199,505,222,199,
4758,1814582,758,646,224,758,
4759,1815460,140,1199,298,140,
4760,1815619,239,1162,312,239,
4761,1815958,1037,569,131,1037,
4762,1817055,319,638,242,319,
4763,1817433,459,483,218,459,
4764,1817952,678,561,236,678,
4765,1818650,518,642,230,518,
4766,1819188,1774,646,238,1774,
4767,1821042,100,721,237,100,
4768,1821162,259,769,235,259,
4769,1821441,1316,653,237,1316,
4770,1822777,1156,786,229,1156,
4771,1823953,219,679,272,219,
4772,1824192,339,613,233,339,
4773,1824551,1156,633,236,1156,
4774,1825727,100,541,213,100,
4775,1825847,180,491,208,180,
4776,1826046,479,576,220,479,
4777,1826545,259,648,223,259,
4778,1826844,259,487,223,259,
4779,1827123,140,603,215,140,
4780,1827282,239,583,214,239,
4781,1829296,1097,550,235,1097,
4782,1830413,1037,492,228,1037,
4783,1831469,279,642,237,279,
4784,1831788,359,482,247,359,
4785,1832167,179,658,264,179,
4786,1832466,199,705,256,199,
4787,1832706,538,497,249,538,
4788,1833543,299,68,245,299,
4789,1833862,140,225,235,140,
4790,1834021,459,276,238,459,
4791,1834540,598,76,242,598,
4792,1835158,219,129,241,219,
4793,1835397,339,57,249,339,
4794,1835756,1794,136,240,1794,
4795,1837570,179,161,234,179,
4796,1837770,877,283,228,877,
4797,1838727,159,277,584,159,
4798,1838946,498,154,591,498,
4799,1839504,279,110,668,279,
4800,1839803,159,165,652,159,
4801,1839983,239,239,631,239,
4802,1840242,100,215,624,100,
4803,1840382,299,46,450,299,
4804,1840700,119,59,472,119,
4805,1840900,159,429,517,159,
4806,1841139,279,520,517,279,
4807,1841438,239,365,532,239,
4808,1841936,140,527,524,140,
4809,1842196,159,570,550,159,
4810,1842375,140,590,553,140,
4811,1842535,120,600,542,120,
4812,1842674,478,516,541,478,
4813,1843173,100,588,559,100,
4814,1843292,120,596,549,120,
4815,1843532,279,499,599,279,
4816,1843830,180,461,578,180,
4817,1844190,518,343,966,518,
4818,1844788,837,521,544,837,
4819,1845645,100,505,538,100,
4820,1845764,678,503,548,678,
4821,1846522,219,519,448,219,
4822,1846761,239,555,449,239,
4823,1847021,219,562,542,219,
4824,1847260,239,582,547,239,
4825,1847559,239,584,545,239,
4826,1847838,379,467,567,379,
4827,1848316,578,271,238,578,
4828,1849014,179,905,527,179,
4829,1849214,179,838,522,179,
4830,1849413,239,855,447,239,
4831,1849752,259,1098,454,259,
4832,1850031,100,1085,556,100,
4833,1850450,160,766,719,160,
4834,1850908,219,875,847,219,
4835,1851148,199,968,834,199,
4836,1851367,638,1042,975,638,
4837,1852105,339,1108,556,339,
4838,1852464,339,1151,492,339,
4839,1852842,279,1181,552,279,
4840,1853261,179,1157,463,179,
4841,1853460,419,1136,457,419,
4842,1853899,339,1234,467,339,
4843,1854258,339,1139,455,339,
4844,1854697,219,477,546,219,
4845,1855095,140,296,290,140,
4846,1855255,638,281,243,638,
4847,1855933,299,473,240,299,
4848,1856252,319,617,249,319,
4849,1856590,578,655,245,578,
4850,1857189,638,565,274,638,
4851,1857847,359,487,248,359,
4852,1858285,199,267,253,199,
4853,1858564,399,73,264,399,
4854,1858983,339,121,258,339,
4855,1859342,179,90,260,179,
4856,1859541,239,162,260,239,
4857,1859880,120,273,255,120,
4858,1860080,339,281,255,339,
4859,1860438,279,68,284,279,
4860,1860758,199,261,245,199,
4861,1860977,459,78,262,459,
4862,1861455,259,169,263,259,
4863,1861754,598,83,266,598,
4864,1862372,140,139,270,140,
4865,1862572,339,475,448,339,
4866,1862931,100,529,461,100,
4867,1863050,419,446,445,419,
4868,1863728,219,537,433,219,
4869,1863987,319,561,579,319,
4870,1864346,459,520,507,459,
4871,1864825,279,574,538,279,
4872,1865124,140,518,536,140,
4873,1865283,120,518,517,120,
4874,1865423,180,456,492,180,
4875,1865622,239,433,503,239,
4876,1865921,478,331,516,478,
4877,1866619,239,75,267,239,
4878,1866918,120,219,250,120,
4879,1867058,199,278,246,199,
4880,1867317,339,480,246,339,
4881,1867716,180,640,261,180,
4882,1867935,199,929,521,199,
4883,1868214,139,778,477,139,
4884,1868414,219,415,519,219,
4885,1868653,140,453,455,140,
4886,1869111,578,447,448,578,
4887,1869710,179,447,458,179,
4888,1869909,299,474,453,299,
4889,1870228,179,529,477,179,
4890,1870427,219,523,454,219,
4891,1870666,180,518,449,180,
4892,1870866,180,521,446,180,
4893,1871105,279,584,524,279,
4894,1871404,139,549,531,139,
4895,1871564,180,508,528,180,
4896,1871843,459,576,510,459,
4897,1872321,160,563,488,160,
4898,1872620,120,563,675,120,
4899,1873039,160,498,840,160,
4900,1873218,399,498,794,399,
4901,1873896,239,150,474,239,
4902,1874156,279,193,485,279,
4903,1874474,139,242,484,139,
4904,1874694,997,348,969,997,
4905,1875830,100,370,697,100,
4906,1875990,897,261,969,897,
4907,1876907,180,123,972,180,
4908,1877106,857,278,967,857,
4909,1877984,179,581,993,179,
4910,1878183,778,631,980,778,
4911,1878980,179,345,972,179,
4912,1879180,419,280,978,419,
4913,1879658,239,196,745,239,
4914,1879977,279,133,788,279,
4915,1880276,299,44,809,299,
4916,1880615,239,47,514,239,
4917,1880894,120,277,708,120,
4918,1881273,100,408,527,100,
4919,1881413,259,280,853,259,
4920,1881692,179,305,625,179,
4921,1881971,120,408,622,120,
4922,1882230,1117,317,976,1117,
4923,1883526,120,542,553,120,
4924,1883666,299,472,560,299,
